,lane_Connection_id,upstream_lane_id,downstream_lane_id,node_id,lane_connnection_geometry
1142,16714,16613_-1__5,16637_-1__2,19711,"LINESTRING(114.06203993118562 22.547418010156022 -7.398170964734163e-10,114.0621370136417 22.54742112641807 -3.931817490331103e-10,114.06223411273602 22.547423838119816 6.277393143922286e-11,114.06233122549169 22.5474261514343 6.087321583628735e-10,114.06242834893163 22.547428072534835 1.2253751451571326e-09,114.06252549853227 22.547429609159547 1.89338510524129e-09,114.06262317595285 22.547432637879993 2.5934442520346362e-09,114.06272055506722 22.54743813404344 3.3062347989564624e-09,114.06281768187367 22.547445081248487 4.012438959426059e-09,114.06291460262486 22.547452469014384 4.6927389468627154e-09,114.0630113628242 22.54745929270525 5.327816974685722e-09,114.06310802011176 22.54746452628416 5.898355256314372e-09,114.06320486504474 22.54746781873878 6.385036005167953e-09,114.06333280366024 22.547470403114822 6.86577550709866e-09)"
1143,16718,16613_-1__5,16637_-1__3,19711,"LINESTRING(114.06203993118517 22.54741801016747 -7.398170964734163e-10,114.06213383506835 22.547412659787064 -6.992923588327174e-10,114.06223039780927 22.54739977160263 -6.460039572362989e-10,114.06232966943537 22.547394466122125 -5.8220200938689e-10,114.06242685571394 22.547395811161316 -5.101366329872201e-10,114.06252405870275 22.54739708469415 -4.320579457400187e-10,114.06262231056955 22.547402066778034 -3.5021606534801484e-10,114.06271952589901 22.547412078564374 -2.6686110951393774e-10,114.06281587356573 22.547422903484517 -1.8424319594051704e-10,114.06291187104794 22.547430643007782 -1.0461244233048178e-10,114.06300836050738 22.547434903555633 -3.021896638656136e-11,114.06310524747273 22.547436833588897 3.668711418851491e-11,114.06320242800507 22.547437589305083 9.38556816920176e-11,114.06333340544306 22.547438801955284 1.5143093566985964e-10)"
1144,16722,16637_1__1,16535_1__1,19711,"LINESTRING(114.06333160009486 22.547533605395778 -2.754120487225009e-09,114.06323463072013 22.547532606466895 -2.7415402711544614e-09,114.06313743192496 22.547532306116512 -2.724333477607397e-09,114.06304004736351 22.54753169288966 -2.7036072756334006e-09,114.06294251828433 22.54752974665698 -2.680468834282057e-09,114.06284212684469 22.547521043957957 -2.6560253226029507e-09,114.06275296031374 22.547469297599864 -2.631383909645666e-09,114.06272300039439 22.547375206348715 -2.6076517644597875e-09,114.06272515299065 22.54728514711902 -2.5859360560949e-09,114.06272605167554 22.547194943809558 -2.5673439536005873e-09,114.06272701780308 22.547072297039982 -2.5490862725174424e-09)"
1145,16727,16637_1__3,16613_1__4,19711,"LINESTRING(114.0633303965287 22.547596807658582 2.600756943138549e-09,114.06323332943583 22.547595339590114 2.7501661291904468e-09,114.06313622279008 22.547594084106912 2.9466663852193774e-09,114.06303907814856 22.54759298088709 3.1819454973467003e-09,114.0629418970698 22.547591969544836 3.4476912516937707e-09,114.06284468111241 22.54759098963043 3.735591434381949e-09,114.06274743183428 22.54758998063023 4.03733383153259e-09,114.06265015079268 22.547588881966732 4.344606229267054e-09,114.06255283954472 22.547587632998475 4.649096413706698e-09,114.062455499649 22.547586173020086 4.9424921709728785e-09,114.06235813266744 22.547584441262323 5.216481287186955e-09,114.06226074016813 22.54758237689207 5.462751548470283e-09,114.0621633237288 22.547579919012527 5.6729907409442245e-09,114.0620336699214 22.547575933540745 5.882554887683763e-09)"
1146,16727,16637_1__2,16613_1__3,19711,"LINESTRING(114.06333099831198 22.547565206521927 2.600756943138549e-09,114.06323383942274 22.547563737059672 2.7501661291904468e-09,114.06313666378601 22.547562480680043 2.9466663852193774e-09,114.06303947295923 22.547561376932304 3.1819454973467003e-09,114.06294226850035 22.547560365344374 3.4476912516937707e-09,114.06284505196751 22.547559385422883 3.735591434381949e-09,114.06274782491872 22.54755837665318 4.03733383153259e-09,114.06265058891181 22.547557278499287 4.344606229267054e-09,114.06255334550481 22.54755603040395 4.649096413706698e-09,114.06245609625621 22.547554571788595 4.9424921709728785e-09,114.06235884272586 22.547552842053346 5.216481287186955e-09,114.06226158647567 22.547550780577062 5.462751548470283e-09,114.06216432907094 22.54754832671738 5.6729907409442245e-09,114.06203492217567 22.54754434885723 5.882554887683763e-09)"
1147,16835,16815_1__4,16800_-1__4,19714,"LINESTRING(114.06421330334025 22.537765415651165 -1.648785996621882e-09,114.06411740201341 22.537744378293763 -1.435082708890066e-09,114.06402348487808 22.537723532274573 -1.122999999925969e-09,114.0639312596494 22.537704340913994 -7.609319304182595e-10,114.0638404547476 22.537688175330597 -3.972725610556069e-10,114.06375092975244 22.53767635445558 -8.041595252667981e-11,114.06365710003925 22.53766996415785 1.5131718176783273e-10)"
1148,16835,16815_1__3,16800_-1__3,19714,"LINESTRING(114.06422089430083 22.53773460618612 -1.648785996621882e-09,114.06412535827673 22.537713648479944 -1.435082708890066e-09,114.06403124949331 22.5376927602064 -1.122999999925969e-09,114.06393827292423 22.537673413579263 -7.609319304182595e-10,114.06384614833156 22.537657014953645 -3.972725610556069e-10,114.06375470495942 22.537644943588248 -8.041595252667981e-11,114.06365817187896 22.537638373830045 1.5131718176783273e-10)"
1149,16835,16815_1__2,16800_-1__2,19714,"LINESTRING(114.06422848526645 22.53770379668637 -1.648785996621882e-09,114.0641333145474 22.53768291862361 -1.435082708890066e-09,114.06403901411859 22.537661988084174 -1.122999999925969e-09,114.06394528621122 22.537642486176864 -7.609319304182595e-10,114.0638518419278 22.53762585449503 -3.972725610556069e-10,114.06375848017596 22.537613532626793 -8.041595252667981e-11,114.06365924372167 22.53760678339889 1.5131718176783273e-10)"
1150,16835,16815_1__1,16800_-1__1,19714,"LINESTRING(114.06423607623644 22.537672987154927 -1.648785996621882e-09,114.06414127082293 22.53765218873437 -1.435082708890066e-09,114.0640467787491 22.537631215927156 -1.122999999925969e-09,114.06395229950338 22.537611558737414 -7.609319304182595e-10,114.06385753552863 22.53759469399699 -3.972725610556069e-10,114.06376225539577 22.53758212162378 -8.041595252667981e-11,114.06366031556536 22.537575192924603 1.5131718176783273e-10)"
1151,16841,16815_1__4,16800_-1__5,19714,"LINESTRING(114.06421330335012 22.537765415611137 -1.648785996621882e-09,114.06412248850353 22.537747744868213 -4.1577646034450625e-05,114.06403075576036 22.537733049590603 -0.00010232619310602264,114.06393829237442 22.537721211620088 -0.00017271364300049287,114.06384528830544 22.537712110809935 -0.0002432063487176415,114.06375188535358 22.53770562189694 -0.00030427066325724875,114.06365602818583 22.537701554868647 -0.000347016112386832)"
1152,16841,16815_1__3,16800_-1__4,19714,"LINESTRING(114.06422089433335 22.537734606054116 -1.648785996621882e-09,114.06412885789595 22.537716697413536 -4.1577646034450625e-05,114.06403596018855 22.537701815337165 -0.00010232619310602264,114.06394238808704 22.53768983526655 -0.00017271364300049287,114.0638483303999 22.53768063122297 -0.0002432063487176415,114.06375392718236 22.537674072698756 -0.00030427066325724875,114.06365710003097 22.5376699644013 -0.000347016112386832)"
1153,16841,16815_1__2,16800_-1__3,19714,"LINESTRING(114.06422848531294 22.5377037964977 -1.648785996621882e-09,114.06413522728633 22.537685649954597 -4.1577646034450625e-05,114.0640411646163 22.537670581072184 -0.00010232619310602264,114.0639464838004 22.53765845889296 -0.00017271364300049287,114.06385137249572 22.537649151607347 -0.0002432063487176415,114.0637559690125 22.53764252346445 -0.00030427066325724875,114.06365817187702 22.53763837389258 -0.000347016112386832)"
1154,16841,16815_1__1,16800_-1__2,19714,"LINESTRING(114.0642360762594 22.537672987061658 -1.648785996621882e-09,114.06414159664969 22.53765460261306 -4.1577646034450625e-05,114.06404636902295 22.537639346919537 -0.00010232619310602264,114.06395057949803 22.53762708262542 -0.00017271364300049287,114.06385441458052 22.5376176720913 -0.0002432063487176415,114.06375801083568 22.537610974324004 -0.00030427066325724875,114.06365924371954 22.537606783473688 -0.000347016112386832)"
1155,16847,16815_1__4,16800_-1__6,19714,"LINESTRING(114.06421330339124 22.537765415444152 -1.648785996621882e-09,114.06412803513193 22.537750961381747 -8.349651747101987e-05,114.06403927077693 22.53774219749859 -0.00020552363615419423,114.06394724735777 22.537737687432987 -0.000346829354205792,114.06385232107421 22.537735853491085 -0.0004881600209960856,114.06375486476837 22.537734966969477 -0.0006102619858953474,114.06365495633835 22.537733145431158 -0.0006940316363355291)"
1156,16847,16815_1__3,16800_-1__5,19714,"LINESTRING(114.0642208943202 22.537734606107488 -1.648785996621882e-09,114.06413277702201 22.537719663833315 -8.349651747101987e-05,114.06404184967535 22.537710682383427 -0.00020552363615419423,114.0639483808845 22.537706098908753 -0.000346829354205792,114.06385272437629 22.537704249608815 -0.0004881600209960856,114.063755245767 22.537703362819162 -0.0006102619858953474,114.06365602818371 22.537701554965793 -0.0006940316363355291)"
1157,16847,16815_1__2,16800_-1__4,19714,"LINESTRING(114.06422848532235 22.53770379645957 -1.648785996621882e-09,114.0641375189519 22.5376883660078 -8.349651747101987e-05,114.06404442859073 22.537679167046498 -0.00020552363615419423,114.06394951441627 22.53767451022867 -0.000346829354205792,114.06385312767938 22.537672645637056 -0.0004881600209960856,114.06375562676587 22.53767175863672 -0.0006102619858953474,114.06365710002837 22.537669964507646 -0.0006940316363355291)"
1158,16847,16815_1__1,16800_-1__3,19714,"LINESTRING(114.0642360762828 22.537672986966772 -1.648785996621882e-09,114.06414226085971 22.537657068313557 -8.349651747101987e-05,114.0640470074973 22.53764765180286 -0.00020552363615419423,114.06395064794579 22.537642921596827 -0.000346829354205792,114.0638535309822 22.53764104166824 -0.0004881600209960856,114.06375600776498 22.5376401544181 -0.0006102619858953474,114.06365817187465 22.5376383739865 -0.0006940316363355291)"
1159,16853,16815_1__4,16800_-1__7,19714,"LINESTRING(114.06421330341733 22.537765415338324 -1.648785996621882e-09,114.06413333952685 22.537753311572903 -0.00012511468954908638,114.06404702962364 22.537749253705567 -0.0003079555855186954,114.0639559680156 22.5377515279042 -0.000519714239654322,114.06386026376511 22.537757554111565 -0.0007315805549154646,114.06375991193327 22.53776349984544 -0.0009147444342616216,114.06365388449588 22.53776473579385 -0.0010410457755602696)"
1160,16853,16815_1__3,16800_-1__6,19714,"LINESTRING(114.06422089432183 22.537734606100862 -1.648785996621882e-09,114.06413638828639 22.537722008536875 -0.00012511468954908638,114.06404695162574 22.537718062358493 -0.0003079555855186954,114.06395415932873 22.537720524397873 -0.000519714239654322,114.06385806745703 22.537726473652327 -0.0007315805549154646,114.06375865305166 22.537732117048147 -0.0009147444342616216,114.06365495633581 22.537733145507946 -0.0010410457755602696)"
1161,16853,16815_1__2,16800_-1__5,19714,"LINESTRING(114.06422848534669 22.53770379636079 -1.648785996621882e-09,114.06413943673361 22.537690708692892 -0.00012511468954908638,114.06404687363839 22.537686875204066 -0.0003079555855186954,114.0639523500563 22.53768951084019 -0.000519714239654322,114.06385586939214 22.53769536831799 -0.0007315805549154646,114.06375739363095 22.537700720797734 -0.0009147444342616216,114.0636560281806 22.537701555065155 -0.0010410457755602696)"
1162,16853,16815_1__1,16800_-1__4,19714,"LINESTRING(114.06423607630632 22.537672986871268 -1.648785996621882e-09,114.0641424848843 22.537659411879606 -0.00012511468954908638,114.06404679565624 22.53765569012775 -0.0003079555855186954,114.06395053989172 22.537658481975626 -0.000519714239654322,114.06385366949768 22.537664237078708 -0.0007315805549154646,114.06375613367697 22.537669311238663 -0.0009147444342616216,114.0636571000309 22.537669964445342 -0.0010410457755602696)"
1163,16859,16800_1__3,16815_-1__3,19714,"LINESTRING(114.06366353109313 22.53748042151436 1.5131718100747094e-10,114.06376677713317 22.537487205793777 -6.238696554055963e-11,114.06386798402613 22.537500192320728 -3.744710035697431e-10,114.06396697760536 22.53751754651435 -7.365404122284895e-10,114.06406381379428 22.53753754806189 -1.1002006706652082e-09,114.06415894396365 22.537558618150566 -1.4170572580283094e-09,114.06425884909606 22.537580558678734 -1.648785996860827e-09)"
1164,16859,16800_1__2,16815_-1__2,19714,"LINESTRING(114.06366245925138 22.537512011974293 1.5131718100747094e-10,114.06376314523224 22.53751863135756 -6.238696554055963e-11,114.06386240198853 22.53753137020982 -3.744710035697431e-10,114.06396003364095 22.53754848742278 -7.365404122284895e-10,114.06405608220575 22.537568327365157 -1.1002006706652082e-09,114.0641509850857 22.537589347422117 -1.4170572580283094e-09,114.06425125814516 22.5376113681756 -1.648785996860827e-09)"
1165,16859,16800_1__1,16815_-1__1,19714,"LINESTRING(114.0636613874088 22.53754360244385 1.5131718100747094e-10,114.06375951332895 22.53755005692698 -6.238696554055963e-11,114.06385681994837 22.537562548098805 -3.744710035697431e-10,114.06395308967488 22.537579428324552 -7.365404122284895e-10,114.06404835061699 22.53759910665529 -1.1002006706652082e-09,114.06414302620895 22.537620076674944 -1.4170572580283094e-09,114.06424366719641 22.537642177649627 -1.648785996860827e-09)"
1166,16864,16800_1__3,16815_-1__4,19714,"LINESTRING(114.06366353109007 22.537480421604585 1.5131718100747094e-10,114.0637629181202 22.53748459732082 2.8400964579660122e-05,114.06386237626674 22.53749140622805 6.986373866107434e-05,114.06396174362435 22.53750099356108 0.00011800090105908116,114.06406085722075 22.537513505824634 0.00016642487927133817,114.06415955264437 22.537529090783867 0.00020874810079550286,114.0642664400725 22.537549749059156 0.00024043344555672104)"
1167,16864,16800_1__2,16815_-1__3,19714,"LINESTRING(114.06366245924819 22.53751201206842 1.5131718100747094e-10,114.06376090769889 22.53751614824828 2.8400964579660122e-05,114.06385937728976 22.537522889362783 6.986373866107434e-05,114.06395770437254 22.53753237619509 0.00011800090105908116,114.06405572465903 22.537544750290493 0.00016642487927133817,114.06415327299739 22.537560153950665 0.00020874810079550286,114.06425884912508 22.537580558555753 0.00024043344555672104)"
1168,16864,16800_1__1,16815_-1__2,19714,"LINESTRING(114.0636613874057 22.537543602534935 1.5131718100747094e-10,114.0637588972765 22.537547699178273 2.8400964579660122e-05,114.06385637831116 22.53755437249982 6.986373866107434e-05,114.06395366511865 22.537563758831148 0.00011800090105908116,114.06405059209469 22.5375759947581 0.00016642487927133817,114.06414699334725 22.537591217118926 0.00020874810079550286,114.06425125817387 22.537611368053554 0.00024043344555672104)"
1169,16869,16815_1__4,16828_-1__1,19714,"LINESTRING(114.06421330336403 22.537765415572927 -0.000721299931598196,114.06412813024542 22.537774534089394 -0.00047634022691761654,114.06403511595316 22.537871465298988 -2.3962050833131743e-09)"
1170,16872,16828_1__1,16800_-1__7,19714,"LINESTRING(114.06400111378058 22.53787039838592 -2.4244997121058987e-09,114.06396539417241 22.537806395052105 -0.00037935903135652394,114.0638791313957 22.537776925478195 -0.0009371635625612074,114.06378437604897 22.53776772477055 -0.0015214090849085334,114.06365388447611 22.5377647364386 -0.0020823267604915437)"
1171,16875,16828_1__1,16800_-1__6,19714,"LINESTRING(114.0640011155763 22.537870398442266 -2.4244997121058987e-09,114.06396881826726 22.537802468692867 -0.00030461376303370406,114.06388826565144 22.537762387226483 -0.0007530477907117189,114.06379560691221 22.537743085879203 -0.0012290131962126318,114.06365495633902 22.537733145455153 -0.0017351458982400494)"
1172,16878,16828_1__1,16800_-1__2,19714,"LINESTRING(114.06400111388693 22.537870398389252 -2.4244997121058987e-09,114.06398200387478 22.5377905535832 -4.967638870658012e-05,114.06392807808203 22.537721526858185 -0.0001228020304117477,114.06385493231203 22.537667584311293 -0.000204897576618778,114.06377101589325 22.53762881109417 -0.00028148125433123433,114.06365924373955 22.53760678288378 -0.00034702866356492207)"
1173,16881,16815_-1__4,16746_-1__2,19715,"LINESTRING(114.06547322520727 22.5378914666106 0.00028843077959095353,114.06555861881878 22.537916123305674 0.00019061402760647313,114.06572627781094 22.537959882650068 9.709995176616568e-10)"
1174,16881,16815_-1__3,16746_-1__1,19715,"LINESTRING(114.06546038965745 22.537920737037165 0.00028843077959095353,114.06555073653684 22.53794650549858 0.00019061402760647313,114.06571293661705 22.537988958211564 9.709995176616568e-10)"
1175,16885,16815_-1__2,16733_1__4,19715,"LINESTRING(114.06544755391552 22.537950007895432 -1.1516334552652552e-09,114.06553682138582 22.53798190854064 -9.246412411028454e-10,114.06568697771156 22.53803628023009 -5.065885480938525e-10)"
1176,16885,16815_-1__1,16733_1__3,19715,"LINESTRING(114.06543471819978 22.537979278673504 -1.1516334552652552e-09,114.06552495785871 22.538011538520795 -9.246412411028454e-10,114.06567345453496 22.538065304064183 -5.065885480938525e-10)"
1177,16889,16733_-1__4,16815_1__2,19715,"LINESTRING(114.06563485905934 22.53814813872105 -1.2338716715021292e-08,114.0655432029503 22.538103811239118 -8.422474634894983e-09,114.0654090470682 22.538037819505547 -1.1516330052282362e-09)"
1178,16889,16733_-1__3,16815_1__1,19715,"LINESTRING(114.06564774023772 22.5381204927985 -1.2338716715021292e-08,114.0655600436888 22.538077666077054 -8.422474634894983e-09,114.0654218826533 22.538008549052208 -1.1516330052282362e-09)"
1179,16893,16753_-1__2,16815_1__4,19715,"LINESTRING(114.06560324692383 22.53822530808325 4.1607108869357035e-09,114.0655111534058 22.538172980888927 -9.841647641953315e-05,114.06538337527728 22.53809636179382 -0.00028859142879878325)"
1180,16893,16753_-1__1,16815_1__3,19715,"LINESTRING(114.06561684564917 22.538196335491843 4.1607108869357035e-09,114.06553086985423 22.538147863848238 -9.841647641953315e-05,114.06539621102908 22.538067090987408 -0.00028859142879878325)"
1181,16911,16800_-1__2,17956_1__2,19716,"LINESTRING(114.06315860369206 22.537592125730797 -2.537348109399318e-10,114.06305487596627 22.537579882332476 2.368365239731866e-10,114.06295454239907 22.537552761639883 9.597415223976173e-10,114.06285770440749 22.537508870062773 1.7395860111523796e-09,114.06274860326185 22.537352897004062 2.684046771821943e-09)"
1182,16911,16800_-1__1,17956_1__1,19716,"LINESTRING(114.06315967566007 22.537560534929774 -2.537348109399318e-10,114.06306078879301 22.537549761751354 2.368365239731866e-10,114.06296469198783 22.537525514324447 9.597415223976173e-10,114.0628736298101 22.537485813250385 1.7395860111523796e-09,114.06278260836024 22.5373539979924 2.684046771821943e-09)"
1183,16915,16800_-1__6,16897_1__4,19716,"LINESTRING(114.0631543158848 22.5377184869115 -0.0006940407816671268,114.06306573838545 22.537719004796855 -0.0006200831048311772,114.06297418858524 22.537724486935115 -0.000512870669177821,114.06287963292993 22.53773300865953 -0.00038683834465234743,114.0627820598228 22.537742424306668 -0.00025642100120004533,114.06268141111042 22.5377503746786 -0.00013605350876620356,114.0625129663725 22.53775350711386 -2.1951277460238033e-10)"
1184,16915,16800_-1__5,16897_1__3,19716,"LINESTRING(114.06315538784767 22.537686896319375 -0.0006940407816671268,114.06306439630838 22.537687423127178 -0.0006200831048311772,114.0629713092921 22.53769299406469 -0.000512870669177821,114.06287608940713 22.537701574316365 -0.00038683834465234743,114.06277871494629 22.5377109712124 -0.00025642100120004533,114.06267913094918 22.537718839558526 -0.00013605350876620356,114.06251423410745 22.537721922911235 -2.1951277460238033e-10)"
1185,16915,16800_-1__4,16897_1__2,19716,"LINESTRING(114.06315645980558 22.537655305858777 -0.0006940407816671268,114.0630630542361 22.537655841556084 -0.0006200831048311772,114.06296843000489 22.53766150124495 -0.000512870669177821,114.06287254588531 22.537670139967943 -0.00038683834465234743,114.06277537006459 22.537679518055068 -0.00025642100120004533,114.06267685078055 22.53768730432177 -0.00013605350876620356,114.06251550184896 22.537690338531224 -2.1951277460238033e-10)"
1186,16915,16800_-1__3,16897_1__1,19716,"LINESTRING(114.06315753175839 22.53762371553416 -0.0006940407816671268,114.06306171217041 22.5376242601253 -0.0006200831048311772,114.06296555073234 22.537630008571423 -0.000512870669177821,114.06286900238244 22.537638705772867 -0.00038683834465234743,114.06277202520157 22.537648065058875 -0.00025642100120004533,114.06267457062518 22.537655769253735 -0.00013605350876620356,114.06251676958279 22.537658754328287 -2.1951277460238033e-10)"
1187,16921,16800_-1__7,16204_-1__1,19716,"LINESTRING(114.06315324393049 22.53775007728754 -0.0020821141033167123,114.0630663467448 22.5378631399878 2.9093933236841105e-07)"
1188,16924,16250_1__3,16897_1__4,19716,"LINESTRING(114.06268783828246 22.537827507611002 -2.798913101287326e-09,114.06264055692972 22.537774226297177 -0.00040937994355933675,114.06251296637559 22.53775350707865 -0.0010320832291466635)"
1189,16927,16897_-1__5,17956_1__4,19716,"LINESTRING(114.06252310823885 22.53750083336371 0.0013760792302406344,114.06260266856887 22.537474774594028 0.0009286688596582494,114.06268060075239 22.537350695254727 -5.931694118629146e-07)"
1190,16930,16897_-1__4,16800_1__3,19716,"LINESTRING(114.06252184050184 22.537532417754853 0.0003440191425596595,114.06260937941613 22.537532008682966 0.00030768533409434196,114.06270001548761 22.537522112866274 0.00025505019338215224,114.06279305815416 22.537507174649992 0.00019311815252895847,114.06288918102648 22.53749043079288 0.00012889364364062855,114.06298889777341 22.537475513042672 6.938109882303052e-05,114.06316289154287 22.537465763069797 -2.5430859685888346e-10)"
1191,16930,16897_-1__3,16800_1__2,19716,"LINESTRING(114.06252057277042 22.53756400195895 0.0003440191425596595,114.06261190490393 22.537562941548842 0.00030768533409434196,114.06270495230176 22.537552846643152 0.00025505019338215224,114.06279911282566 22.537537843538686 0.00019311815252895847,114.06289506562715 22.537521264318187 0.00012889364364062855,114.06299329719883 22.537506696087448 6.938109882303052e-05,114.0631618195805 22.53749735374704 -2.5430859685888346e-10)"
1192,16930,16897_-1__2,16800_1__1,19716,"LINESTRING(114.06251930503868 22.53759558615638 0.0003440191425596595,114.06261443013906 22.53759387130598 0.00030768533409434196,114.06270988866166 22.537583577578207 0.00025505019338215224,114.0628051670427 22.537568510111388 0.00019311815252895847,114.06290094991213 22.537552096175403 0.00012889364364062855,114.062997696483 22.537537878116737 6.938109882303052e-05,114.0631607476261 22.53752894417474 -2.5430859685888346e-10)"
1193,16935,16897_-1__1,16250_-1__1,19716,"LINESTRING(114.06251803731581 22.53762717013016 -2.86391355075466e-10,114.06261779054584 22.53764827623343 -7.91004556235069e-10,114.06270603602599 22.537694705228112 -1.518945118095983e-09,114.06278990468746 22.537828529656714 -2.466521234194814e-09)"
1194,16938,17956_-1__1,16897_1__1,19716,"LINESTRING(114.06281661324445 22.53735509896659 2.684046762624348e-09,114.06279410416133 22.53744786497852 2.194199427322152e-09,114.06274565392397 22.537529984287218 1.472261414319513e-09,114.06267788823173 22.537599934412114 6.905058375844252e-10,114.06251676957623 22.537658754491577 -2.8639136691074675e-10)"
1195,16941,17956_-1__2,16897_1__1,19716,"LINESTRING(114.0628506174341 22.537356199911144 7.809433100192109e-10,114.06282601083092 22.537449061300116 6.165509318008249e-10,114.06277326320607 22.53752909261778 3.7425847843021444e-10,114.06270172214715 22.53759545719005 1.0689648010643255e-10,114.06251676958385 22.53765875430132 -2.863913582476302e-10)"
1196,16944,17956_-1__4,16250_-1__2,19716,"LINESTRING(114.06291862325084 22.53735840169555 7.044604899419937e-10,114.06290609757023 22.537454209205748 2.6013976386683735e-10,114.0628841588386 22.5375456468228 -3.935777821555363e-10,114.06285908212266 22.53763362371446 -1.130798173130864e-09,114.06283741573476 22.537718918936065 -1.8256274340648817e-09,114.06282392639397 22.537828870319927 -2.466522434382359e-09)"
1197,16944,17956_-1__3,16250_-1__1,19716,"LINESTRING(114.06288461996532 22.5373573007947 7.044604899419937e-10,114.06287323901873 22.537448713560963 2.6013976386683735e-10,114.06285172334492 22.537537868806343 -3.935777821555363e-10,114.06282653443513 22.53762560660481 -1.130798173130864e-09,114.06280422344524 22.53771272367731 -1.8256274340648817e-09,114.06278990453362 22.537828529655176 -2.466522434382359e-09)"
1198,16948,17956_-1__4,16250_-1__3,19716,"LINESTRING(114.0629186232942 22.537358401696945 7.044604899419937e-10,114.06291050344565 22.537452241284846 3.5769486587193614e-10,114.06289627871435 22.537543677341194 -1.5268980029259726e-10,114.06288023912569 22.537633014617324 -7.265722930093988e-10,114.06286641495036 22.537720516043578 -1.2638313967362607e-09,114.06285794860587 22.53782921098098 -1.735685752509167e-09)"
1199,16948,17956_-1__3,16250_-1__2,19716,"LINESTRING(114.06288461998695 22.537357300795396 7.044604899419937e-10,114.06287671982003 22.537448491309966 3.5769486587193614e-10,114.0628626964955 22.53753860093484 -1.5268980029259726e-10,114.06284666253644 22.537627906245895 -7.265722930093988e-10,114.06283264388806 22.537716669878886 -1.2638313967362607e-09,114.06282392665388 22.537828870322517 -1.735685752509167e-09)"
1200,16952,17956_-1__5,16204_-1__1,19716,"LINESTRING(114.06295262624432 22.53735950257963 2.9740476747974753e-10,114.06295909019872 22.537446178638927 -1.2166913000800228e-10,114.06298110806931 22.537532328192313 -7.360315467954298e-10,114.0630110257658 22.537617809586333 -1.4410202119869523e-09,114.0630408734027 22.537704546201745 -2.1319728546869866e-09,114.06306634849692 22.53786314002491 -2.9873916893341633e-09)"
1201,16955,16250_1__2,17956_1__3,19716,"LINESTRING(114.0627218603524 22.537827848299408 -3.1799629596207524e-10,114.06272134360667 22.53773802982244 -1.9547560061219348e-10,114.06271873393406 22.537647963309546 -1.5144851323886208e-11,114.06271557466621 22.537557647007812 1.876259190523541e-10,114.0627134221676 22.537467078649275 3.774666776660348e-10,114.06271460325078 22.537351796173265 5.442615262594564e-10)"
1202,16958,16250_1__1,16800_1__1,19716,"LINESTRING(114.06275588154928 22.53782818897197 -2.466521209498751e-09,114.06278285777324 22.537735045522556 -2.1707250448127405e-09,114.06284295252432 22.537658962763892 -1.7362188091002286e-09,114.06292030873546 22.53759943651903 -1.2416804521894945e-09,114.06300948147607 22.53755608428539 -7.65787923908818e-10,114.06316074764676 22.537528943565132 -2.5373480673884854e-10)"
1203,17000,583_-1__3,16961_1__3,19717,"LINESTRING(114.05895629970512 22.53746872936333 1.3501733064913424e-09,114.059054070628 22.537472286143302 -3.6315724243526835e-07,114.05915135002067 22.537479000453583 -8.99958281644267e-07,114.05924824342789 22.537486709339856 -1.4725005179183704e-06,114.05939535261187 22.537495540749195 -2.1051720683341453e-06)"
1204,17003,583_-1__6,16961_1__7,19717,"LINESTRING(114.05895760124906 22.537378864995034 1.3501733064913424e-09,114.05905237118992 22.53737998906584 -3.924883189115748e-07,114.05914889608088 22.53738079892421 -9.72487932646461e-07,114.05924707413003 22.53738237860949 -1.5911588188189676e-06,114.05939959555009 22.53738724838165 -2.275275621525949e-06)"
1205,17003,583_-1__5,16961_1__6,19717,"LINESTRING(114.05895713833596 22.537410826582505 1.3501733064913424e-09,114.05905265860731 22.537411456291476 -3.924883189115748e-07,114.05914938984415 22.537411179417 -9.72487932646461e-07,114.05924727275695 22.53741125022364 -1.5911588188189676e-06,114.0593985348195 22.53741432138859 -2.275275621525949e-06)"
1206,17003,583_-1__4,16961_1__5,19717,"LINESTRING(114.0589567017639 22.53744096945317 1.3501733064913424e-09,114.05905293057903 22.537441232470055 -3.924883189115748e-07,114.05914986289906 22.53744028574316 -9.72487932646461e-07,114.05924746670631 22.537439441913605 -1.5911588188189676e-06,114.05939747408509 22.537441394481895 -2.275275621525949e-06)"
1207,17003,583_-1__3,16961_1__4,19717,"LINESTRING(114.05895629970546 22.537468729338894 1.3501733064913424e-09,114.05905318308739 22.537468877734796 -3.924883189115748e-07,114.05915030939359 22.537467757837504 -9.72487932646461e-07,114.05924765446775 22.537466734143262 -1.5911588188189676e-06,114.05939641334905 22.537468467606214 -2.275275621525949e-06)"
1208,17009,16961_-1__5,16993_-1__1,19717,"LINESTRING(114.05938959087646 22.537642597057655 -2.274298879001435e-06,114.05933862984594 22.537690163712124 -1.36527440022417e-06,114.05932933108066 22.537811341134873 1.469176424492151e-09)"
1209,17012,16993_1__1,583_1__8,19717,"LINESTRING(114.05929531358272 22.53781077671101 1.468762889089703e-09,114.05926341187016 22.537741626833558 1.076321508526581e-09,114.05918469265886 22.53769821954849 4.986021176581332e-10,114.05909301350133 22.537675921422835 -1.143991527188771e-10,114.05895346478471 22.537664464428246 -7.64700343269088e-10)"
