,lane_Connection_id,upstream_lane_id,downstream_lane_id,node_id,lane_connnection_geometry
1764,24752,24732_-1__2,23705_-1__2,23720,"LINESTRING(114.0498665547689 22.533377430545414 6.524771833937848e-10,114.04996504063064 22.533383409539493 4.5461678554032976e-10,114.05006244522647 22.533391129517565 1.6326673779829724e-10,114.05015887297833 22.533398847584685 -1.4696126723805267e-10,114.05030246973047 22.533406751100916 -4.852509528638389e-10)"
1765,24752,24732_-1__1,23705_-1__1,23720,"LINESTRING(114.04986488763382 22.533408998760716 6.524771833937848e-10,114.04996237689868 22.533414918704164 4.5461678554032976e-10,114.05005943140776 22.533422611450586 1.6326673779829724e-10,114.05015615356055 22.533430352641727 -1.4696126723805267e-10,114.05030141438971 22.53343834206955 -4.852509528638389e-10)"
1766,24756,23705_1__2,24732_1__2,23720,"LINESTRING(114.05029930370736 22.533501523988182 -4.852509505326452e-10,114.05020035478786 22.533496808917317 -2.8739055268321235e-10,114.05010252026821 22.533489605203 3.95949505303973e-12,114.05000569450745 22.533481677337388 3.141875000853534e-10,114.04986155336503 22.533472135122075 6.524771857168099e-10)"
1767,24756,23705_1__1,24732_1__1,23720,"LINESTRING(114.05030035904878 22.53346993302873 -4.852509505326452e-10,114.05020267911442 22.533465276600193 -2.8739055268321235e-10,114.05010546569476 22.533458117720418 3.95949505303973e-12,114.05000861598909 22.533450187945217 3.141875000853534e-10,114.04986322049793 22.533440566976765 6.524771857168099e-10)"
1768,24760,24732_-1__2,23714_1__1,23720,"LINESTRING(114.04986655476826 22.53337743055903 0.00033789780420079296,114.04995845038768 22.533370331202267 0.00022820468999392894,114.05007001762401 22.533286808570804 -6.446714201585688e-08)"
1769,24763,23683_1__1,24732_1__2,23720,"LINESTRING(114.0500633355381 22.53361270300957 1.6231496147156577e-09,114.05003180784823 22.53354270738783 -9.650750008739313e-05,114.0499568989226 22.533494836489435 -0.00023048099214411207,114.04986155334339 22.533472135529394 -0.0003379395050015608)"
1770,24767,24713_1__1,24718_1__1,24766,"LINESTRING(114.04570576086967 22.53869483251502 -1.437598484699265e-09,114.04561472797259 22.538766845512335 -0.00015478758969033541)"
1771,24770,24718_-1__1,24713_-1__1,24766,"LINESTRING(114.04558071231705 22.53876614682812 -0.0001547875658332032,114.04570640958828 22.5386632350827 -1.4196439174012868e-08)"
1772,24775,24713_-1__1,8236_1__2,24773,"LINESTRING(114.04768619811175 22.538698364914833 -1.2854570741183124e-09,114.04779307564768 22.538638886633258 0.0002613026362276857)"
1773,24778,8236_1__2,24713_1__1,24773,"LINESTRING(114.0477885087769 22.53878696218706 0.0003556068776617849,114.04768554967754 22.538729965471457 3.179544255963937e-08)"
1774,24781,24718_1__1,8280_-1__2,24774,"LINESTRING(114.04560334857989 22.539244844537507 1.4581851814909896e-07,114.04566573318104 22.539337135011397 0.00031342430269176393)"
1775,24784,8280_-1__2,24718_-1__1,24774,"LINESTRING(114.04546907252237 22.539333832095906 0.00022759569489494424,114.0455693376998 22.539244145951297 2.20860246194233e-07)"
1776,24788,655_-1__1,8354_1__2,24787,"LINESTRING(114.04906475353917 22.539611753698857 3.8699567994626705e-09,114.04900763212666 22.539486730879986 -0.0002503876403312675)"
1777,24801,18741_-1__1,18915_-1__3,24800,"LINESTRING(114.06208185968288 22.535279728192574 -2.500158302609634e-09,114.06209545571005 22.53536280110595 0.00016271441567799425,114.06215500626234 22.535416045770592 0.00034571813951115297)"
1778,24804,18915_-1__3,18741_1__1,24800,"LINESTRING(114.06192873177346 22.535412772122147 0.00029821198211621436,114.06200112439878 22.535379188060553 0.00017712789577128428,114.06204784656582 22.535278969236646 -2.105967507060871e-08)"
1779,24824,9237_-1__2,24807_-1__5,24823,"LINESTRING(114.04967110236281 22.542195937938924 -3.4050344766001217e-09,114.04974132588839 22.542251187811484 -3.1480230578168897e-09,114.04981293596899 22.542299221526335 -2.7758670089210045e-09,114.04994559052119 22.542340074072193 -2.2594690529303845e-09)"
1780,24824,9237_-1__1,24807_-1__4,24823,"LINESTRING(114.04964189054651 22.542227556083006 -3.4050344766001217e-09,114.04971621606543 22.542283372286327 -3.1480230578168897e-09,114.04979530208516 22.542330724743415 -2.7758670089210045e-09,114.04994492556456 22.542371639807403 -2.2594690529303845e-09)"
1781,658,5579_-1__1,5693_-1__6,9759,"LINESTRING(114.0526153116523 22.537194911567614 5.005205139241298e-10,114.05270318524916 22.537300773088322 2.1198595366364132e-05)"
1782,670,5671_1__6,5992_1__1,9769,"LINESTRING(114.05108463747742 22.53863862356025 -7.849195071685244e-09,114.05105288518867 22.538568178611975 -5.1928284554819605e-09,114.05090193081776 22.538502035571792 6.943424698163807e-10)"
1783,696,13762_-1__1,16490_1__4,695,"LINESTRING(114.06242139765553 22.54552890489975 -8.276117569039343e-09,114.06250642994999 22.54550659713383 3.165553820972129e-05,114.06257692522904 22.545451519970385 7.82464715274166e-05,114.06262746838702 22.54537918189481 0.0001274061700723949,114.06265268101505 22.54526364669962 0.00017733680617017318)"
1784,702,13762_-1__2,16490_1__4,695,"LINESTRING(114.06242182275912 22.54550181679123 -1.0056658084067749e-07,114.06250776062028 22.545480653285093 3.410089700074066e-05,114.06258030437448 22.545427823972 8.425829656939887e-05,114.06263218229806 22.54535696860328 0.0001356238651276657,114.06265267977747 22.545263646814774 0.0001773427938336598)"
1785,707,16535_1__5,13762_1__2,695,"LINESTRING(114.06262428600002 22.546119825429063 8.835704824150525e-05,114.06262703828679 22.54603053045213 7.979033965755903e-05,114.06262486879484 22.545941273456307 6.746939132825778e-05,114.06261652057356 22.54585255826429 5.2857107062908525e-05,114.06259918443845 22.545765327495133 3.741639067081824e-05,114.06256731191304 22.54568287438015 2.2610145961293984e-05,114.06251264726097 22.54561473451879 9.901276743642717e-06,114.06242053504586 22.545583079933568 -1.1489292196930766e-07)"
1786,719,16535_1__5,13762_1__1,695,"LINESTRING(114.0626242859992 22.54611982542902 8.835704824150525e-05,114.06262762625364 22.546030323465647 8.024015910943841e-05,114.06262695214983 22.545940913046906 6.862248044347387e-05,114.06262067786997 22.545851959581682 5.4790762312406513e-05,114.0626071157855 22.545763820081394 4.003175478503118e-05,114.06258041119307 22.545679459809357 2.5632207930142716e-05,114.06253334992648 22.545605086732035 1.2878871816535997e-05,114.0624209601491 22.545555991871797 -9.415623471355087e-09)"
1787,663,17170_1__10,18758_1__1,654,"LINESTRING(114.05924199014655 22.53184629881508 -1.7297578509101186e-05,114.05917212611685 22.531881720952843 -1.0417422099745597e-05,114.0591290939014 22.531987961487616 3.284413299220034e-09)"
1788,676,18758_-1__2,17413_1__10,654,"LINESTRING(114.05906104988182 22.53198785969507 1.886618861135503e-09,114.05904125041992 22.53192671362582 -0.0001783303920574391,114.0589885415169 22.531872937775777 -0.00042861713171610304,114.05891039299058 22.53184563482428 -0.000654887417491553)"
1789,676,18758_-1__1,17413_1__9,654,"LINESTRING(114.05909507245167 22.531987910595767 1.886618861135503e-09,114.05906933020263 22.531910729582354 -0.0001783303920574391,114.05900839902664 22.53184845146225 -0.00042861713171610304,114.05891099913806 22.531814035312912 -0.000654887417491553)"
1790,668,8597_-1__6,7482_-1__2,9812,"LINESTRING(114.04465420956046 22.53482191318256 0.0,114.0446659336528 22.53490734439855 0.0,114.04469777298512 22.53498951937001 0.10676222129777843,114.04474511476147 22.535065439816616 0.08424926654789722,114.0448066239455 22.535131197809193 0.057873295914253456,114.04488143763007 22.535182328924538 0.011142056127199679,114.04499108270447 22.53521109104826 -0.1035663799165657)"
1791,681,8597_-1__6,7482_-1__3,9812,"LINESTRING(114.04465420890334 22.534821913182743 0.0,114.04466822244298 22.534906300263412 0.1468974909984747,114.04470460786536 22.534986241675263 0.11880045685061164,114.04475783342286 22.535058361721983 -0.04218590781477766,114.04482513082625 22.535118737423947 -0.47673647792242474,114.04499156378685 22.53517954386315 -2.700239722437832)"
1792,691,8597_-1__6,7482_-1__4,9812,"LINESTRING(114.04465420955353 22.53482191318256 0.0,114.04466994544796 22.534905370074274 0.14313691547316607,114.04471143011398 22.534982341137454 -0.15213020220829243,114.04477121161888 22.535049342409913 -1.7990204495211346,114.04484446815093 22.535103267264272 -5.998821833497801,114.04499203306897 22.53514836691244 -22.570087774234135)"
1793,701,7482_1__2,5090_-1__7,9812,"LINESTRING(114.04499021842219 22.53526766050456 1.6846269517145629e-06,114.04489846298405 22.53527790658554 -7.587802093236078e-07,114.04481065784066 22.535308267338365 -4.357808071305039e-06,114.0447339546705 22.535356632679424 -8.207718165133698e-06,114.04467207598557 22.535466928225283 -1.2562307609099149e-05)"
1794,708,7482_1__3,5090_-1__7,9812,"LINESTRING(114.04498973556055 22.53529926364918 1.6879782442913438e-06,114.04489680186742 22.53530751741893 -9.07184988938602e-07,114.04480648924314 22.535331213504897 -4.7231557184444005e-06,114.04472530003979 22.53537552654203 -8.720554505401265e-06,114.04467207442566 22.535466928188598 -1.2562019104988417e-05)"
1795,722,7482_1__4,5090_-1__7,9812,"LINESTRING(114.04498925269804 22.535330866837658 1.6915105049974954e-06,114.04489467464941 22.53533536643992 -1.0516078624208495e-06,114.04480221111979 22.535352993676145 -5.074830968112744e-06,114.04471879959115 22.53538967551342 -9.197810651201448e-06,114.04467207712649 22.5354669282521 -1.2563372473967747e-05)"
1796,687,2616_-1__7,780_1__6,686,"LINESTRING(114.05091838123565 22.5477140324027 -0.0006926786119265671,114.05090072415588 22.547631311100087 -0.0005481475801091503,114.05085464805812 22.54755634264352 -0.0003352266635940613,114.05078917606278 22.547495019050046 -0.0001068554749843157,114.0506564870363 22.547446795188563 0.0001570425119073771)"
1797,756,6836_1__9,7335_-1__2,755,"LINESTRING(114.05192164897042 22.531731631253287 7.182620720413979e-09,114.05185076886748 22.531747547723047 -0.0006911127827260691,114.05174473085792 22.531827109442812 -0.0019472601475492323)"
1798,756,6836_1__8,7335_-1__1,755,"LINESTRING(114.05192224400962 22.531700031018666 7.182620720413979e-09,114.05183619404694 22.531719519469892 -0.0006911127827260691,114.05171939190494 22.531805889707847 -0.0019472601475492323)"
1799,765,7311_-1__1,6987_1__9,763,"LINESTRING(114.05099821731493 22.53176394431303 1.0067138731528757e-06,114.05086565801093 22.531716768143607 -1.4850766261748817e-05)"
1800,775,7306_-1__1,6836_-1__9,771,"LINESTRING(114.05182869608811 22.53113251468384 -9.321865451283884e-05,114.05198873770301 22.531202656182014 1.5434275701952955e-08)"
1801,783,8101_-1__2,2376_-1__6,782,"LINESTRING(114.04767242171826 22.550535447073923 -1.690068529569544e-09,114.04768114500834 22.550610717754115 8.61488101528024e-06,114.04771052579703 22.550685696533822 2.1305243501280222e-05,114.04775893524405 22.550749343696513 3.485576886962058e-05,114.04785712267638 22.55079838191806 4.9963642558816874e-05)"
1802,783,8101_-1__1,2376_-1__5,782,"LINESTRING(114.04763842961489 22.55053400961004 -1.690068529569544e-09,114.04764878194962 22.550618637321538 8.61488101528024e-06,114.04768199510684 22.55069964194926 2.1305243501280222e-05,114.04773528950238 22.550770218695366 3.485576886962058e-05,114.04785395661894 22.55082984950419 4.9963642558816874e-05)"
1803,788,2376_-1__6,8101_1__2,782,"LINESTRING(114.04730065695287 22.550750613603025 -5.404946455200843e-05,114.04737654479294 22.55074246296774 -4.5484734628342106e-05,114.04744993253279 22.55070609725715 -3.285990132822736e-05,114.04751176472445 22.550652123324628 -1.903271878903678e-05,114.04757044632123 22.55053113469921 1.5500894878179368e-09)"
1804,788,2376_-1__5,8101_1__1,782,"LINESTRING(114.04729766178015 22.55078209586178 -5.404946455200843e-05,114.04738706879029 22.55077105875164 -4.5484734628342106e-05,114.04746881462118 22.55073098095508 -3.285990132822736e-05,114.04753715221712 22.550672439260058 -1.903271878903678e-05,114.04760443832134 22.55053257217318 1.5500894878179368e-09)"
1805,794,8538_1__1,8597_-1__6,793,"LINESTRING(114.04486147975197 22.533363237643538 0.0,114.0447722274105 22.533379362348423 0.0,114.04466714064283 22.533483309490382 4.937374144727424)"
1806,798,8582_-1__6,8538_-1__1,793,"LINESTRING(114.04467605076589 22.53326876442431 0.0,114.04472365371493 22.533319849048 6.10461782841452,114.04486204740115 22.533335582651645 26.830453186536104)"
1807,803,8530_-1__1,8660_-1__2,801,"LINESTRING(114.04779004624986 22.532209755888378 -1.8480121468655852e-06,114.04789890355786 22.532140125258444 -2.765001618337921e-05)"
1808,807,8530_-1__1,8660_1__1,801,"LINESTRING(114.04779004626133 22.53220975499918 -1.8480121468655852e-06,114.04788981302588 22.53223158889459 -8.606187216495579e-06,114.04796364875696 22.532313381041277 -1.5909879094654774e-05)"
1809,810,8660_-1__2,8530_1__1,801,"LINESTRING(114.04789561828954 22.532312258883305 -1.6173179247402913e-05,114.04778969641016 22.53223684303305 -1.839602786166446e-06)"
1810,816,9258_-1__1,9245_-1__2,815,"LINESTRING(114.05005379957434 22.54168928442665 -2.045419478235999e-08,114.05014013647383 22.541781713195224 -0.0004924866159795744)"
1811,821,9245_-1__2,9258_1__1,815,"LINESTRING(114.0499378198063 22.54177916952004 -0.0003593813239035626,114.05002026606243 22.541689156883198 2.601617416538439e-07)"
1812,24830,10446_-1__7,10522_-1__1,840,"LINESTRING(114.068997432238 22.543135837229496 1.8393393474980257e-09,114.0689041131339 22.543144114707385 3.3533162731500434e-05,114.06881803693877 22.54317299864243 8.109287155969024e-05,114.06873187611899 22.54324085770195 0.00012984910679460408)"
1813,24837,16341_-1__1,16330_-1__6,24836,"LINESTRING(114.06551718452862 22.542269268039206 8.656343197799288e-09,114.06561633893003 22.542281473890686 1.8065934630985282e-07,114.06577346492959 22.54230466372912 5.072733812825453e-07)"
1814,24840,16341_-1__2,16348_-1__1,24836,"LINESTRING(114.06551786698104 22.54223766832794 7.309438387892442e-09,114.06561487432636 22.54223878259681 4.204178701907068e-09,114.06577602994022 22.542241033450285 -1.6173657971902938e-09)"
1815,24844,17837_1__10,17602_-1__1,24843,"LINESTRING(114.06347659576366 22.531920707384415 2.560836932730126e-06,114.0633869338383 22.531934995941356 -2.7128767170653757e-06,114.0633057384395 22.53197590831302 -8.128139964620876e-06)"
1816,24848,17776_-1__2,17837_-1__10,24847,"LINESTRING(114.06331948023436 22.531308538705357 -0.00018907571006820945,114.06340409466897 22.531346485591033 -0.00013796906266691034,114.0634928181619 22.53137585087043 -6.582186750903561e-05,114.06361073019514 22.531392367658874 3.992447823861244e-06)"
1817,24852,16275_-1__6,16218_-1__1,24851,"LINESTRING(114.05913647661914 22.542198641929005 -2.519129793654429e-09,114.05922481100893 22.5421816355848 -2.3449005260524908e-09,114.05930998266756 22.54214266564897 -2.089018120223194e-09,114.05939601688515 22.542098035251502 -1.8239003392634703e-09,114.05952043806606 22.542068441892386 -1.58928512113542e-09)"
1818,24855,13430_1__1,16218_-1__1,24851,"LINESTRING(114.05911334867609 22.54201453665372 0.0019834924660244724,114.05921255595453 22.542023530448965 0.0016080329364922621,114.05930918085166 22.542040267640687 0.0010568839441066839,114.05940444336863 22.5420570261944 0.0004881841894273779,114.05952043806424 22.542068441959024 -3.741474375977549e-09)"
1819,24858,13430_1__1,16218_-1__2,24851,"LINESTRING(114.05911334866616 22.542014537001425 0.0019834924660244724,114.05921064437196 22.54201873176006 0.0016056789782977865,114.05930774587138 22.542024881377436 0.0010512511742551843,114.05940473128695 22.542031577022748 0.0004806378302459434,114.0595213039062 22.542036845970657 3.063237784088624e-10)"
1820,24861,13430_1__1,16218_-1__3,24851,"LINESTRING(114.05911334866711 22.54201453696839 0.0019834924660244724,114.05920816005074 22.54201419826857 0.001607399438080439,114.05930461158174 22.542010277058594 0.0010553673058158425,114.05940234479968 22.54200645816813 0.0004861497119753933,114.05952216974875 22.542005249946286 1.3057719263492862e-09)"
1821,24864,14983_-1__1,16218_-1__7,24851,"LINESTRING(114.05911180537909 22.541949840771117 6.16404349784716e-09,114.05920847416712 22.541949277547094 5.000877776280766e-09,114.05930547054538 22.541946157673625 3.2930163945580432e-09,114.05940281798206 22.54194266383998 1.5272398849035735e-09,114.0595239014285 22.54194205804885 -1.1141328004970183e-11)"
1822,24871,18719_-1__2,18856_-1__2,24870,"LINESTRING(114.05837967158942 22.533404013572774 1.4502056444598566e-08,114.05840551941714 22.533439299673656 -5.9403829425801076e-08,114.05847895532558 22.5334564822681 -1.3845869639092274e-07)"
1823,24871,18719_-1__1,18856_-1__1,24870,"LINESTRING(114.05834565628783 22.533404033977824 1.4502056444598566e-08,114.05838921115227 22.5334632522743 -5.9403829425801076e-08,114.05847824732501 22.533488081189272 -1.3845869639092274e-07)"
1824,24878,18856_1__2,15530_1__5,24870,"LINESTRING(114.05847683134031 22.533551278254173 -1.3845868807038642e-07,114.05839977610526 22.533562469418086 -1.077269113626312e-07,114.05832440996033 22.53359618003702 -6.333216958415879e-08,114.05826333769191 22.53368740677365 -4.1959583799579894e-09)"
1825,24878,18856_1__1,15530_1__4,24870,"LINESTRING(114.05847753933043 22.533519679827677 -1.3845868807038642e-07,114.05838846767665 22.533534257270567 -1.077269113626312e-07,114.05830639770251 22.533574008065134 -6.333216958415879e-08,114.05823210897256 22.53368699453074 -4.1959583799579894e-09)"
1826,24886,431_-1__7,8217_-1__2,24885,"LINESTRING(114.0444221954949 22.549002321116728 3.532026789798692e-05,114.04443843194973 22.54906480127397 2.9452251276080132e-05,114.04449016097335 22.549122751417535 2.0804619233224497e-05,114.04456197031162 22.549165837576368 1.1461265667171394e-05,114.04469510717661 22.549198289902698 -1.0410337023171066e-09)"
1827,24886,431_-1__6,8217_-1__1,24885,"LINESTRING(114.04438817993841 22.549001567483977 3.532026789798692e-05,114.0444104900985 22.549079677710345 2.9452251276080132e-05,114.04446947785277 22.549144841080246 2.0804619233224497e-05,114.04454691945249 22.54919282119728 1.1461265667171394e-05,114.0446946774562 22.549229892759158 -1.0410337023171066e-09)"
1828,24895,11396_-1__1,11265_1__9,24894,"LINESTRING(114.06919476192826 22.532017833731985 -1.9979605449069027,114.06911285258911 22.53198429209684 -1.999498100511981,114.06897741412766 22.531974590936063 -2.001953054444109)"
1829,24899,8914_1__2,831_-1__7,24898,"LINESTRING(114.04479189385376 22.545323072302164 -3.9125893636082765e-09,114.04470737679829 22.545332001832016 -1.570599102957434e-05,114.0446226706834 22.545355155745792 -3.885048868442678e-05,114.04454778691941 22.54539494153333 -6.431277723679603e-05,114.04447868830083 22.5455038988257 -0.00010076985400198994)"
1830,24899,8914_1__1,831_-1__6,24898,"LINESTRING(114.04479199077902 22.545291466821677 -3.9125893636082765e-09,114.04469971809691 22.545301843184337 -1.570599102957434e-05,114.04461008569082 22.54532854751262 -3.885048868442678e-05,114.04452901838128 22.545371934784594 -6.431277723679603e-05,114.04444467033296 22.54550316842908 -0.00010076985400198994)"
1831,24903,15_-1__7,8914_-1__2,24898,"LINESTRING(114.0444952772152 22.545032451316846 -6.399779499588476e-05,114.04451266018854 22.54509298953429 -5.39995693199058e-05,114.04456457956087 22.54514978839707 -3.926223679830047e-05,114.04463686355278 22.545192574326066 -2.306024272948265e-05,114.044792184629 22.545228255965885 -3.91238689627935e-09)"
1832,24903,15_-1__6,8914_-1__1,24898,"LINESTRING(114.04445809852605 22.54503228229226 -6.399779499588476e-05,114.04448230473702 22.545110076487617 -5.39995693199058e-05,114.04454330285145 22.545173797520714 -3.926223679830047e-05,114.04462210505523 22.545220230694653 -2.306024272948265e-05,114.0447920877024 22.545259861924386 -3.91238689627935e-09)"
1833,24907,23580_-1__1,8914_-1__2,24898,"LINESTRING(114.04454564663138 22.545035679179236 -4.930427621729905e-09,114.04456415869295 22.545108146971856 -4.230919170747026e-08,114.04462472564443 22.54516973591516 -9.691734194040854e-08,114.04479218463085 22.545228255349546 -1.879516284636085e-07)"
1834,24911,23768_-1__1,2058_-1__6,24910,"LINESTRING(114.05007416486468 22.535034063857136 1.2285727990501982e-09,114.05010549291826 22.53510709739496 -7.905482297617688e-05,114.05017634613044 22.535160335485017 -0.00019259828692334645,114.0503096678488 22.535197019987933 -0.00033063004666612024)"
1835,24914,7417_-1__4,23768_1__1,24910,"LINESTRING(114.04986588194352 22.535224324296525 -5.515106277442783e-05,114.04994605222096 22.53519879759873 -4.067703699502636e-05,114.05000656329888 22.535136048204528 -2.02097814442052e-05,114.05004015589559 22.53503494130851 2.656207103633691e-10)"
1836,699,19131_1__2,16250_1__3,589,"LINESTRING(114.0625230870199 22.539667265108868 -9.581730225249885e-05,114.06259922152105 22.53965369671862 -0.001746409204959965,114.06266899873879 22.539582120781407 -0.004915622588971714)"
1837,699,19131_1__1,16250_1__2,589,"LINESTRING(114.0625218482205 22.539694330364117 -9.581730225249885e-05,114.06261037312387 22.53967832734747 -0.001746409204959965,114.06270300680465 22.539583008947453 -0.004915622588971714)"
1838,726,16250_1__3,19131_-1__1,589,"LINESTRING(114.06265556295482 22.539824504741315 -0.005817163031451855,114.06262011437451 22.539759207668588 -0.003310416370872732,114.06252060945123 22.539721394951187 -9.342008228881236e-05)"
1839,809,10260_-1__7,791_-1__1,808,"LINESTRING(114.06780019036579 22.54584005558086 -3.122639253660964e-05,114.067788346044 22.545704230265272 -1.3650017839672048e-09)"
1840,761,11005_1__4,16753_-1__2,759,"LINESTRING(114.06796595308654 22.539324414443335 -1.9039134713239037e-09,114.06794086630566 22.539248138441124 -8.583668899547433e-10,114.06788992663995 22.539163222163502 2.3738959790053953e-10)"
1841,776,11005_1__4,16753_-1__1,759,"LINESTRING(114.06796595324722 22.53932441444593 -1.9039134713239037e-09,114.0679538794044 22.539239739222044 6.891326023276583e-10,114.0679215441592 22.53915154647819 3.446615595604152e-09)"
1842,724,18646_-1__2,17320_1__10,720,"LINESTRING(114.0578235262051 22.53190176730375 1.439701691197115e-10,114.05771864015406 22.531826656340375 -3.801105372559425e-09)"
1843,724,18646_-1__1,17320_1__9,720,"LINESTRING(114.05784719060107 22.531879055878722 1.439701691197115e-10,114.05771937805788 22.531795057496172 -3.801105372559425e-09)"
1844,806,729_-1__3,18223_-1__1,19736,"LINESTRING(114.05783204701957 22.54972194402848 3.178115548507776e-09,114.05785742415726 22.549631068644263 2.4787585136677168e-09,114.05791476847645 22.549554894345466 1.4479149938826457e-09,114.05799091957958 22.54949500383404 3.1429214500345627e-10,114.05817127593821 22.54943943093124 -1.3030785407318122e-09)"
1845,818,729_-1__5,18126_-1__4,19736,"LINESTRING(114.05777847406523 22.54972094499285 -0.0009967301537017192,114.05778153804712 22.549629789051814 -0.0008796027095337911,114.05778632458926 22.549539048838735 -0.0007086608175149132,114.05779197974228 22.549448698193437 -0.0005100606252888151,114.05779765996964 22.54935871275302 -0.00030995828049922545,114.05780250898319 22.549269066482488 -0.000134509930789874,114.05780594632662 22.549169488856037 1.0487209416631602e-08)"
1846,818,729_-1__4,18126_-1__3,19736,"LINESTRING(114.05780708194622 22.549721478489918 -0.0009967301537017192,114.05781022481263 22.549630929899728 -0.0008796027095337911,114.05781513784409 22.549540562072607 -0.0007086608175149132,114.05782093830194 22.549450345143672 -0.0005100606252888151,114.05782674702981 22.549360249218537 -0.00030995828049922545,114.05783168842457 22.54927024469171 -0.000134509930789874,114.0578351075544 22.549169973931185 1.0487209416631602e-08)"
1847,835,729_-1__6,24278_1__3,19736,"LINESTRING(114.05774851387072 22.549720386249888 -2.0469315131776966e-09,114.05773125139108 22.549637937036053 5.582334415289141e-09,114.05768524859577 22.549563696407436 1.6606888549859162e-08,114.05756222579569 22.549498154150616 3.136881357517032e-08)"
1848,869,852_-1__3,1601_-1__2,9741,"LINESTRING(114.05336014897324 22.539314829244443 -0.0004580702062924047,114.0533877745989 22.53939010794558 -0.0003053779826046723,114.05351271249474 22.539463443077427 -1.4246864971870915e-07)"
1849,872,852_-1__2,5736_1__2,9741,"LINESTRING(114.05332613263649 22.539314306046936 -2.5612507670302875e-09,114.05330032751849 22.53941775115001 -1.4057285613426718e-09,114.05314330477877 22.539544714202854 7.941027097013198e-10)"
1850,872,852_-1__1,5736_1__1,9741,"LINESTRING(114.05329211207888 22.53931378278712 -2.5612507670302875e-09,114.05327007839318 22.539406813843645 -1.4057285613426718e-09,114.05314350073132 22.53951310298331 7.941027097013198e-10)"
1851,899,1437_1__6,852_-1__3,9740,"LINESTRING(114.05356583005 22.537590568358063 4.192912683720351e-10,114.05348017315364 22.537610394753003 -0.00014992416344791157,114.05338859747756 22.53771885864781 -0.0004581037964156551)"
1852,918,5710_-1__3,852_-1__1,9740,"LINESTRING(114.05311266665481 22.537387290734916 7.273115443240386e-11,114.05320887259492 22.53742617717908 2.0866228836394738e-10,114.05326807352121 22.537503398474847 4.086023450481834e-10,114.05330278929354 22.537590803857984 6.187391616095506e-10,114.0533205586697 22.537717812160803 8.258211970834101e-10)"
1853,586,4032_1__6,573_-1__3,9739,"LINESTRING(114.0536840200794 22.535483229909097 -3.717239849265752e-10,114.05359139086927 22.535493163924183 -0.00024331076020684937,114.05350415165621 22.53552425567639 -0.000593489423692807,114.05342696119261 22.535621685100438 -0.0010328469189541016)"
1854,703,5407_-1__3,573_-1__1,9739,"LINESTRING(114.05308442263856 22.535338266674884 7.616801411813867e-09,114.05318280669901 22.53536417760658 5.748504616998775e-09,114.05326261171166 22.535421376365623 3.0012944352234505e-09,114.0533226043985 22.53549665514706 1.2309749811777507e-10,114.05335892755073 22.535620453814218 -2.6457485633765803e-09)"
1855,736,5407_-1__3,573_-1__2,9739,"LINESTRING(114.05308442263592 22.535338266808033 7.616801411813867e-09,114.05318319405437 22.535360067282483 -8.69833828914541e-05,114.05326895692404 22.535408580166436 -0.0002151576146858906,114.0533378124876 22.535476802727494 -0.00035305473914582506,114.05339294390835 22.535621069452525 -0.0005164129177101615)"
1856,819,573_-1__3,1437_-1__5,9740,"LINESTRING(114.05339435438944 22.537176438201964 -0.0010328512545783042,114.053421919863 22.537251352647708 -0.0007256530792350195,114.05357008631279 22.53733274482557 1.2791793054054562e-07)"
1857,836,573_-1__2,852_-1__2,9740,"LINESTRING(114.05336033668887 22.537175818908832 -0.0005164265577803917,114.05335881296517 22.537265993248106 -0.0004543760407698396,114.05335786912771 22.537356218521307 -0.00036369629403266816,114.05335724042256 22.537446491258045 -0.0002586712850407174,114.05335666171466 22.53753680797922 -0.00015358498126582742,114.05335586748782 22.53762716520695 -6.272135017983821e-05,114.05335457804185 22.53771833540258 6.041209327277766e-09)"
1858,842,573_-1__1,5710_1__3,9740,"LINESTRING(114.0533263198033 22.537175199623356 -8.991918321044068e-10,114.05331186445528 22.537267778887742 -1.76522547276806e-10,114.05327739236253 22.537355145939728 8.82657612409214e-10,114.05322036479292 22.537434013371964 1.9625026460562673e-09,114.05311124882607 22.537479842531834 2.8114044616275916e-09)"
1859,580,8855_-1__2,567_-1__2,579,"LINESTRING(114.0477719576079 22.545082172014233 2.253443653899012e-09,114.0477707767547 22.545172525245402 1.86195009992185e-09,114.04776943482645 22.545262920338665 1.285282907321789e-09,114.04776784357153 22.545353354511928 6.419150789157051e-10,114.04776591461261 22.545443824980516 5.031961752047323e-11,114.04776322799236 22.545545735200243 -4.0608938434172413e-10)"
1860,580,8855_-1__1,567_-1__1,579,"LINESTRING(114.04773793403487 22.545081804870208 2.253443653899012e-09,114.0477367536536 22.54517212027994 1.86195009992185e-09,114.04773541268975 22.54526244895007 1.285282907321789e-09,114.0477338230869 22.545352788098675 6.419150789157051e-10,114.04773189674665 22.545443134942953 5.031961752047323e-11,114.04772921468735 22.545544871737977 -4.0608938434172413e-10)"
1861,585,8855_-1__2,8875_-1__2,579,"LINESTRING(114.04777195597025 22.545082171996583 6.855088940938003e-09,114.04779827795375 22.545158262929355 5.4850203571543065e-09,114.04786203243438 22.54521848140719 3.5125265177550458e-09,114.0479945921544 22.54526400529891 1.0248867767961896e-09)"
